"";"Regija";"Placilni.razred";"Leto";"Spol";"Neto.placa"
"2384";"SLOVENIJA";"05";"2016";"Zenske";13366
"2385";"SLOVENIJA";"05";"2017";"Zenske";14400
"2386";"SLOVENIJA";"06";"2009";"Zenske";12718
"2387";"SLOVENIJA";"06";"2010";"Zenske";13259
"2388";"SLOVENIJA";"06";"2011";"Zenske";13122
"2389";"SLOVENIJA";"06";"2012";"Zenske";12589
"2390";"SLOVENIJA";"06";"2013";"Zenske";12346
"2391";"SLOVENIJA";"06";"2014";"Zenske";12321
"2392";"SLOVENIJA";"06";"2015";"Zenske";12068
"2393";"SLOVENIJA";"06";"2016";"Zenske";12502
"2394";"SLOVENIJA";"06";"2017";"Zenske";13289
"2395";"SLOVENIJA";"07";"2009";"Zenske";12066
"2396";"SLOVENIJA";"07";"2010";"Zenske";11872
"2397";"SLOVENIJA";"07";"2011";"Zenske";11700
"2398";"SLOVENIJA";"07";"2012";"Zenske";11592
"2399";"SLOVENIJA";"07";"2013";"Zenske";11525
"2400";"SLOVENIJA";"07";"2014";"Zenske";11249
"2401";"SLOVENIJA";"07";"2015";"Zenske";11299
"2402";"SLOVENIJA";"07";"2016";"Zenske";11451
"2403";"SLOVENIJA";"07";"2017";"Zenske";11626
"2404";"SLOVENIJA";"08";"2009";"Zenske";11414
"2405";"SLOVENIJA";"08";"2010";"Zenske";11024
"2406";"SLOVENIJA";"08";"2011";"Zenske";11203
"2407";"SLOVENIJA";"08";"2012";"Zenske";10666
"2408";"SLOVENIJA";"08";"2013";"Zenske";10502
"2409";"SLOVENIJA";"08";"2014";"Zenske";10742
"2410";"SLOVENIJA";"08";"2015";"Zenske";10636
"2411";"SLOVENIJA";"08";"2016";"Zenske";10786
"2412";"SLOVENIJA";"08";"2017";"Zenske";11249
"2413";"SLOVENIJA";"09";"2009";"Zenske";10906
"2414";"SLOVENIJA";"09";"2010";"Zenske";10602
"2415";"SLOVENIJA";"09";"2011";"Zenske";10546
"2416";"SLOVENIJA";"09";"2012";"Zenske";10324
"2417";"SLOVENIJA";"09";"2013";"Zenske";10463
"2418";"SLOVENIJA";"09";"2014";"Zenske";10704
"2419";"SLOVENIJA";"09";"2015";"Zenske";10574
"2420";"SLOVENIJA";"09";"2016";"Zenske";10769
"2421";"SLOVENIJA";"09";"2017";"Zenske";11122
"2422";"SLOVENIJA";"10";"2009";"Zenske";10771
"2423";"SLOVENIJA";"10";"2010";"Zenske";11171
"2424";"SLOVENIJA";"10";"2011";"Zenske";11033
"2425";"SLOVENIJA";"10";"2012";"Zenske";10762
"2426";"SLOVENIJA";"10";"2013";"Zenske";10823
"2427";"SLOVENIJA";"10";"2014";"Zenske";10894
"2428";"SLOVENIJA";"10";"2015";"Zenske";10870
"2429";"SLOVENIJA";"10";"2016";"Zenske";11022
"2430";"SLOVENIJA";"10";"2017";"Zenske";11686
"2431";"SLOVENIJA";"11";"2009";"Zenske";11802
"2432";"SLOVENIJA";"11";"2010";"Zenske";11534
"2433";"SLOVENIJA";"11";"2011";"Zenske";11324
"2434";"SLOVENIJA";"11";"2012";"Zenske";11055
"2435";"SLOVENIJA";"11";"2013";"Zenske";11303
"2436";"SLOVENIJA";"11";"2014";"Zenske";11223
"2437";"SLOVENIJA";"11";"2015";"Zenske";11398
"2438";"SLOVENIJA";"11";"2016";"Zenske";11374
"2439";"SLOVENIJA";"11";"2017";"Zenske";11739
"2440";"SLOVENIJA";"12";"2009";"Zenske";12682
"2441";"SLOVENIJA";"12";"2010";"Zenske";11990
"2442";"SLOVENIJA";"12";"2011";"Zenske";11824
"2443";"SLOVENIJA";"12";"2012";"Zenske";11832
"2444";"SLOVENIJA";"12";"2013";"Zenske";11370
"2445";"SLOVENIJA";"12";"2014";"Zenske";11323
"2446";"SLOVENIJA";"12";"2015";"Zenske";11004
"2447";"SLOVENIJA";"12";"2016";"Zenske";11427
"2448";"SLOVENIJA";"12";"2017";"Zenske";11699
"2449";"SLOVENIJA";"13";"2009";"Zenske";12729
"2450";"SLOVENIJA";"13";"2010";"Zenske";12089
"2451";"SLOVENIJA";"13";"2011";"Zenske";11983
"2452";"SLOVENIJA";"13";"2012";"Zenske";11643
"2453";"SLOVENIJA";"13";"2013";"Zenske";11784
"2454";"SLOVENIJA";"13";"2014";"Zenske";11672
"2455";"SLOVENIJA";"13";"2015";"Zenske";11095
"2456";"SLOVENIJA";"13";"2016";"Zenske";11399
"2457";"SLOVENIJA";"13";"2017";"Zenske";11703
"2458";"SLOVENIJA";"14";"2009";"Zenske";13057
"2459";"SLOVENIJA";"14";"2010";"Zenske";12474
"2460";"SLOVENIJA";"14";"2011";"Zenske";12225
"2461";"SLOVENIJA";"14";"2012";"Zenske";11687
"2462";"SLOVENIJA";"14";"2013";"Zenske";11615
"2463";"SLOVENIJA";"14";"2014";"Zenske";11638
"2464";"SLOVENIJA";"14";"2015";"Zenske";11428
"2465";"SLOVENIJA";"14";"2016";"Zenske";11660
"2466";"SLOVENIJA";"14";"2017";"Zenske";12085
"2467";"SLOVENIJA";"15";"2009";"Zenske";13539
"2468";"SLOVENIJA";"15";"2010";"Zenske";12562
"2469";"SLOVENIJA";"15";"2011";"Zenske";12451
"2470";"SLOVENIJA";"15";"2012";"Zenske";12023
"2471";"SLOVENIJA";"15";"2013";"Zenske";12178
"2472";"SLOVENIJA";"15";"2014";"Zenske";11901
"2473";"SLOVENIJA";"15";"2015";"Zenske";11833
"2474";"SLOVENIJA";"15";"2016";"Zenske";12208
"2475";"SLOVENIJA";"15";"2017";"Zenske";12687
"2476";"SLOVENIJA";"16";"2009";"Zenske";13559
"2477";"SLOVENIJA";"16";"2010";"Zenske";13160
"2478";"SLOVENIJA";"16";"2011";"Zenske";13261
"2479";"SLOVENIJA";"16";"2012";"Zenske";12939
"2480";"SLOVENIJA";"16";"2013";"Zenske";13187
"2481";"SLOVENIJA";"16";"2014";"Zenske";13103
"2482";"SLOVENIJA";"16";"2015";"Zenske";12886
"2483";"SLOVENIJA";"16";"2016";"Zenske";13885
"2484";"SLOVENIJA";"16";"2017";"Zenske";13997
"2485";"SLOVENIJA";"17";"2009";"Zenske";15454
"2486";"SLOVENIJA";"17";"2010";"Zenske";15049
"2487";"SLOVENIJA";"17";"2011";"Zenske";14934
"2488";"SLOVENIJA";"17";"2012";"Zenske";14521
"2489";"SLOVENIJA";"17";"2013";"Zenske";14508
"2490";"SLOVENIJA";"17";"2014";"Zenske";14523
"2491";"SLOVENIJA";"17";"2015";"Zenske";14025
"2492";"SLOVENIJA";"17";"2016";"Zenske";14575
"2493";"SLOVENIJA";"17";"2017";"Zenske";14948
"2494";"SLOVENIJA";"18";"2009";"Zenske";16418
"2495";"SLOVENIJA";"18";"2010";"Zenske";15422
"2496";"SLOVENIJA";"18";"2011";"Zenske";14981
"2497";"SLOVENIJA";"18";"2012";"Zenske";14304
"2498";"SLOVENIJA";"18";"2013";"Zenske";13645
"2499";"SLOVENIJA";"18";"2014";"Zenske";13620
"2500";"SLOVENIJA";"18";"2015";"Zenske";13423
"2501";"SLOVENIJA";"18";"2016";"Zenske";13206
"2502";"SLOVENIJA";"18";"2017";"Zenske";13371
"2503";"SLOVENIJA";"19";"2009";"Zenske";13864
"2504";"SLOVENIJA";"19";"2010";"Zenske";13026
"2505";"SLOVENIJA";"19";"2011";"Zenske";12649
"2506";"SLOVENIJA";"19";"2012";"Zenske";12012
"2507";"SLOVENIJA";"19";"2013";"Zenske";11911
"2508";"SLOVENIJA";"19";"2014";"Zenske";11927
"2509";"SLOVENIJA";"19";"2015";"Zenske";11490
"2510";"SLOVENIJA";"19";"2016";"Zenske";11708
"2511";"SLOVENIJA";"19";"2017";"Zenske";11949
"2512";"SLOVENIJA";"20";"2009";"Zenske";11148
"2513";"SLOVENIJA";"20";"2010";"Zenske";10697
"2514";"SLOVENIJA";"20";"2011";"Zenske";10319
"2515";"SLOVENIJA";"20";"2012";"Zenske";10092
"2516";"SLOVENIJA";"20";"2013";"Zenske";9972
"2517";"SLOVENIJA";"20";"2014";"Zenske";10064
"2518";"SLOVENIJA";"20";"2015";"Zenske";9860
"2519";"SLOVENIJA";"20";"2016";"Zenske";10063
"2520";"SLOVENIJA";"20";"2017";"Zenske";10668
"2521";"Pomurska";"01";"2009";"Zenske";399
"2522";"Pomurska";"01";"2010";"Zenske";839
"2523";"Pomurska";"01";"2011";"Zenske";735
"2524";"Pomurska";"01";"2012";"Zenske";797
"2525";"Pomurska";"01";"2013";"Zenske";1011
"2526";"Pomurska";"01";"2014";"Zenske";611
"2527";"Pomurska";"01";"2015";"Zenske";712
"2528";"Pomurska";"01";"2016";"Zenske";827
"2529";"Pomurska";"01";"2017";"Zenske";864
"2530";"Pomurska";"02";"2009";"Zenske";872
"2531";"Pomurska";"02";"2010";"Zenske";1040
"2532";"Pomurska";"02";"2011";"Zenske";865
"2533";"Pomurska";"02";"2012";"Zenske";979
"2534";"Pomurska";"02";"2013";"Zenske";954
"2535";"Pomurska";"02";"2014";"Zenske";736
"2536";"Pomurska";"02";"2015";"Zenske";846
"2537";"Pomurska";"02";"2016";"Zenske";992
"2538";"Pomurska";"02";"2017";"Zenske";966
"2539";"Pomurska";"03";"2009";"Zenske";919
"2540";"Pomurska";"03";"2010";"Zenske";997
"2541";"Pomurska";"03";"2011";"Zenske";903
"2542";"Pomurska";"03";"2012";"Zenske";1059
"2543";"Pomurska";"03";"2013";"Zenske";1010
"2544";"Pomurska";"03";"2014";"Zenske";834
"2545";"Pomurska";"03";"2015";"Zenske";735
"2546";"Pomurska";"03";"2016";"Zenske";819
"2547";"Pomurska";"03";"2017";"Zenske";828
"2548";"Pomurska";"04";"2009";"Zenske";703
"2549";"Pomurska";"04";"2010";"Zenske";743
"2550";"Pomurska";"04";"2011";"Zenske";775
"2551";"Pomurska";"04";"2012";"Zenske";773
"2552";"Pomurska";"04";"2013";"Zenske";745
"2553";"Pomurska";"04";"2014";"Zenske";761
"2554";"Pomurska";"04";"2015";"Zenske";741
"2555";"Pomurska";"04";"2016";"Zenske";803
"2556";"Pomurska";"04";"2017";"Zenske";834
"2557";"Pomurska";"05";"2009";"Zenske";484
"2558";"Pomurska";"05";"2010";"Zenske";613
"2559";"Pomurska";"05";"2011";"Zenske";628
"2560";"Pomurska";"05";"2012";"Zenske";670
"2561";"Pomurska";"05";"2013";"Zenske";705
"2562";"Pomurska";"05";"2014";"Zenske";697
"2563";"Pomurska";"05";"2015";"Zenske";675
"2564";"Pomurska";"05";"2016";"Zenske";705
"2565";"Pomurska";"05";"2017";"Zenske";811
"2566";"Pomurska";"06";"2009";"Zenske";471
"2567";"Pomurska";"06";"2010";"Zenske";529
"2568";"Pomurska";"06";"2011";"Zenske";506
"2569";"Pomurska";"06";"2012";"Zenske";530
"2570";"Pomurska";"06";"2013";"Zenske";543
"2571";"Pomurska";"06";"2014";"Zenske";537
"2572";"Pomurska";"06";"2015";"Zenske";537
"2573";"Pomurska";"06";"2016";"Zenske";560
"2574";"Pomurska";"06";"2017";"Zenske";584
"2575";"Pomurska";"07";"2009";"Zenske";447
"2576";"Pomurska";"07";"2010";"Zenske";511
"2577";"Pomurska";"07";"2011";"Zenske";451
"2578";"Pomurska";"07";"2012";"Zenske";451
"2579";"Pomurska";"07";"2013";"Zenske";432
"2580";"Pomurska";"07";"2014";"Zenske";443
"2581";"Pomurska";"07";"2015";"Zenske";465
"2582";"Pomurska";"07";"2016";"Zenske";471
"2583";"Pomurska";"07";"2017";"Zenske";464
"2584";"Pomurska";"08";"2009";"Zenske";468
"2585";"Pomurska";"08";"2010";"Zenske";401
"2586";"Pomurska";"08";"2011";"Zenske";383
"2587";"Pomurska";"08";"2012";"Zenske";396
"2588";"Pomurska";"08";"2013";"Zenske";404
"2589";"Pomurska";"08";"2014";"Zenske";431
"2590";"Pomurska";"08";"2015";"Zenske";411
"2591";"Pomurska";"08";"2016";"Zenske";414
"2592";"Pomurska";"08";"2017";"Zenske";422
"2593";"Pomurska";"09";"2009";"Zenske";468
"2594";"Pomurska";"09";"2010";"Zenske";441
"2595";"Pomurska";"09";"2011";"Zenske";394
"2596";"Pomurska";"09";"2012";"Zenske";426
"2597";"Pomurska";"09";"2013";"Zenske";457
"2598";"Pomurska";"09";"2014";"Zenske";455
"2599";"Pomurska";"09";"2015";"Zenske";392
"2600";"Pomurska";"09";"2016";"Zenske";423
"2601";"Pomurska";"09";"2017";"Zenske";397
"2602";"Pomurska";"10";"2009";"Zenske";446
"2603";"Pomurska";"10";"2010";"Zenske";512
"2604";"Pomurska";"10";"2011";"Zenske";471
"2605";"Pomurska";"10";"2012";"Zenske";441
"2606";"Pomurska";"10";"2013";"Zenske";468
"2607";"Pomurska";"10";"2014";"Zenske";435
"2608";"Pomurska";"10";"2015";"Zenske";435
"2609";"Pomurska";"10";"2016";"Zenske";436
"2610";"Pomurska";"10";"2017";"Zenske";467
"2611";"Pomurska";"11";"2009";"Zenske";467
"2612";"Pomurska";"11";"2010";"Zenske";464
"2613";"Pomurska";"11";"2011";"Zenske";430
"2614";"Pomurska";"11";"2012";"Zenske";441
"2615";"Pomurska";"11";"2013";"Zenske";409
"2616";"Pomurska";"11";"2014";"Zenske";442
"2617";"Pomurska";"11";"2015";"Zenske";466
"2618";"Pomurska";"11";"2016";"Zenske";429
"2619";"Pomurska";"11";"2017";"Zenske";420
"2620";"Pomurska";"12";"2009";"Zenske";461
"2621";"Pomurska";"12";"2010";"Zenske";450
"2622";"Pomurska";"12";"2011";"Zenske";438
"2623";"Pomurska";"12";"2012";"Zenske";486
"2624";"Pomurska";"12";"2013";"Zenske";464
"2625";"Pomurska";"12";"2014";"Zenske";449
"2626";"Pomurska";"12";"2015";"Zenske";405
"2627";"Pomurska";"12";"2016";"Zenske";432
"2628";"Pomurska";"12";"2017";"Zenske";449
"2629";"Pomurska";"13";"2009";"Zenske";455
"2630";"Pomurska";"13";"2010";"Zenske";425
"2631";"Pomurska";"13";"2011";"Zenske";431
"2632";"Pomurska";"13";"2012";"Zenske";447
"2633";"Pomurska";"13";"2013";"Zenske";431
"2634";"Pomurska";"13";"2014";"Zenske";401
"2635";"Pomurska";"13";"2015";"Zenske";377
"2636";"Pomurska";"13";"2016";"Zenske";414
"2637";"Pomurska";"13";"2017";"Zenske";401
"2638";"Pomurska";"14";"2009";"Zenske";529
"2639";"Pomurska";"14";"2010";"Zenske";515
"2640";"Pomurska";"14";"2011";"Zenske";478
"2641";"Pomurska";"14";"2012";"Zenske";461
"2642";"Pomurska";"14";"2013";"Zenske";457
"2643";"Pomurska";"14";"2014";"Zenske";463
"2644";"Pomurska";"14";"2015";"Zenske";428
"2645";"Pomurska";"14";"2016";"Zenske";438
"2646";"Pomurska";"14";"2017";"Zenske";455
"2647";"Pomurska";"15";"2009";"Zenske";513
"2648";"Pomurska";"15";"2010";"Zenske";474
"2649";"Pomurska";"15";"2011";"Zenske";472
"2650";"Pomurska";"15";"2012";"Zenske";457
"2651";"Pomurska";"15";"2013";"Zenske";448
"2652";"Pomurska";"15";"2014";"Zenske";423
"2653";"Pomurska";"15";"2015";"Zenske";417
"2654";"Pomurska";"15";"2016";"Zenske";405
"2655";"Pomurska";"15";"2017";"Zenske";454
"2656";"Pomurska";"16";"2009";"Zenske";504
"2657";"Pomurska";"16";"2010";"Zenske";498
"2658";"Pomurska";"16";"2011";"Zenske";494
"2659";"Pomurska";"16";"2012";"Zenske";503
"2660";"Pomurska";"16";"2013";"Zenske";517
"2661";"Pomurska";"16";"2014";"Zenske";487
"2662";"Pomurska";"16";"2015";"Zenske";460
"2663";"Pomurska";"16";"2016";"Zenske";545
"2664";"Pomurska";"16";"2017";"Zenske";525
"2665";"Pomurska";"17";"2009";"Zenske";541
"2666";"Pomurska";"17";"2010";"Zenske";566
"2667";"Pomurska";"17";"2011";"Zenske";534
"2668";"Pomurska";"17";"2012";"Zenske";512
"2669";"Pomurska";"17";"2013";"Zenske";516
"2670";"Pomurska";"17";"2014";"Zenske";514
"2671";"Pomurska";"17";"2015";"Zenske";522
"2672";"Pomurska";"17";"2016";"Zenske";556
"2673";"Pomurska";"17";"2017";"Zenske";567
"2674";"Pomurska";"18";"2009";"Zenske";661
"2675";"Pomurska";"18";"2010";"Zenske";640
"2676";"Pomurska";"18";"2011";"Zenske";624
"2677";"Pomurska";"18";"2012";"Zenske";589
"2678";"Pomurska";"18";"2013";"Zenske";545
"2679";"Pomurska";"18";"2014";"Zenske";536
"2680";"Pomurska";"18";"2015";"Zenske";509
"2681";"Pomurska";"18";"2016";"Zenske";484
"2682";"Pomurska";"18";"2017";"Zenske";507
"2683";"Pomurska";"19";"2009";"Zenske";465
"2684";"Pomurska";"19";"2010";"Zenske";420
"2685";"Pomurska";"19";"2011";"Zenske";406
"2686";"Pomurska";"19";"2012";"Zenske";388
"2687";"Pomurska";"19";"2013";"Zenske";366
"2688";"Pomurska";"19";"2014";"Zenske";369
"2689";"Pomurska";"19";"2015";"Zenske";359
"2690";"Pomurska";"19";"2016";"Zenske";338
"2691";"Pomurska";"19";"2017";"Zenske";331
"2692";"Pomurska";"20";"2009";"Zenske";261
"2693";"Pomurska";"20";"2010";"Zenske";251
"2694";"Pomurska";"20";"2011";"Zenske";221
"2695";"Pomurska";"20";"2012";"Zenske";219
"2696";"Pomurska";"20";"2013";"Zenske";201
"2697";"Pomurska";"20";"2014";"Zenske";191
"2698";"Pomurska";"20";"2015";"Zenske";175
"2699";"Pomurska";"20";"2016";"Zenske";176
"2700";"Pomurska";"20";"2017";"Zenske";186
"2701";"Podravska";"01";"2009";"Zenske";2424
"2702";"Podravska";"01";"2010";"Zenske";2537
"2703";"Podravska";"01";"2011";"Zenske";2649
"2704";"Podravska";"01";"2012";"Zenske";2358
"2705";"Podravska";"01";"2013";"Zenske";2324
"2706";"Podravska";"01";"2014";"Zenske";2462
"2707";"Podravska";"01";"2015";"Zenske";2358
"2708";"Podravska";"01";"2016";"Zenske";2526
"2709";"Podravska";"01";"2017";"Zenske";2616
"2710";"Podravska";"02";"2009";"Zenske";2578
"2711";"Podravska";"02";"2010";"Zenske";2321
"2712";"Podravska";"02";"2011";"Zenske";2947
"2713";"Podravska";"02";"2012";"Zenske";2652
"2714";"Podravska";"02";"2013";"Zenske";2852
"2715";"Podravska";"02";"2014";"Zenske";2779
"2716";"Podravska";"02";"2015";"Zenske";2836
"2717";"Podravska";"02";"2016";"Zenske";3049
"2718";"Podravska";"02";"2017";"Zenske";3071
"2719";"Podravska";"03";"2009";"Zenske";2810
"2720";"Podravska";"03";"2010";"Zenske";2606
"2721";"Podravska";"03";"2011";"Zenske";2553
"2722";"Podravska";"03";"2012";"Zenske";2670
"2723";"Podravska";"03";"2013";"Zenske";2424
"2724";"Podravska";"03";"2014";"Zenske";2846
"2725";"Podravska";"03";"2015";"Zenske";2478
"2726";"Podravska";"03";"2016";"Zenske";2823
"2727";"Podravska";"03";"2017";"Zenske";2648
"2728";"Podravska";"04";"2009";"Zenske";2672
"2729";"Podravska";"04";"2010";"Zenske";2450
"2730";"Podravska";"04";"2011";"Zenske";2225
"2731";"Podravska";"04";"2012";"Zenske";2190
"2732";"Podravska";"04";"2013";"Zenske";2252
"2733";"Podravska";"04";"2014";"Zenske";2172
"2734";"Podravska";"04";"2015";"Zenske";2188
"2735";"Podravska";"04";"2016";"Zenske";2330
"2736";"Podravska";"04";"2017";"Zenske";2257
"2737";"Podravska";"05";"2009";"Zenske";2040
"2738";"Podravska";"05";"2010";"Zenske";1905
"2739";"Podravska";"05";"2011";"Zenske";1810
"2740";"Podravska";"05";"2012";"Zenske";1906
"2741";"Podravska";"05";"2013";"Zenske";1938
"2742";"Podravska";"05";"2014";"Zenske";1918
"2743";"Podravska";"05";"2015";"Zenske";1820
"2744";"Podravska";"05";"2016";"Zenske";1735
"2745";"Podravska";"05";"2017";"Zenske";1945
"2746";"Podravska";"06";"2009";"Zenske";1849
"2747";"Podravska";"06";"2010";"Zenske";1817
"2748";"Podravska";"06";"2011";"Zenske";1792
"2749";"Podravska";"06";"2012";"Zenske";1815
"2750";"Podravska";"06";"2013";"Zenske";1733
"2751";"Podravska";"06";"2014";"Zenske";1598
"2752";"Podravska";"06";"2015";"Zenske";1623
"2753";"Podravska";"06";"2016";"Zenske";1670
"2754";"Podravska";"06";"2017";"Zenske";1818
"2755";"Podravska";"07";"2009";"Zenske";1737
"2756";"Podravska";"07";"2010";"Zenske";1703
"2757";"Podravska";"07";"2011";"Zenske";1740
"2758";"Podravska";"07";"2012";"Zenske";1674
"2759";"Podravska";"07";"2013";"Zenske";1651
"2760";"Podravska";"07";"2014";"Zenske";1572
"2761";"Podravska";"07";"2015";"Zenske";1555
"2762";"Podravska";"07";"2016";"Zenske";1650
"2763";"Podravska";"07";"2017";"Zenske";1595
"2764";"Podravska";"08";"2009";"Zenske";1727
"2765";"Podravska";"08";"2010";"Zenske";1604
"2766";"Podravska";"08";"2011";"Zenske";1581
"2767";"Podravska";"08";"2012";"Zenske";1524
"2768";"Podravska";"08";"2013";"Zenske";1419
"2769";"Podravska";"08";"2014";"Zenske";1507
"2770";"Podravska";"08";"2015";"Zenske";1458
"2771";"Podravska";"08";"2016";"Zenske";1618
"2772";"Podravska";"08";"2017";"Zenske";1539
"2773";"Podravska";"09";"2009";"Zenske";1553
"2774";"Podravska";"09";"2010";"Zenske";1549
"2775";"Podravska";"09";"2011";"Zenske";1529
"2776";"Podravska";"09";"2012";"Zenske";1431
"2777";"Podravska";"09";"2013";"Zenske";1404
"2778";"Podravska";"09";"2014";"Zenske";1427
"2779";"Podravska";"09";"2015";"Zenske";1433
"2780";"Podravska";"09";"2016";"Zenske";1523
"2781";"Podravska";"09";"2017";"Zenske";1494
"2782";"Podravska";"10";"2009";"Zenske";1465
"2783";"Podravska";"10";"2010";"Zenske";1514
"2784";"Podravska";"10";"2011";"Zenske";1472
"2785";"Podravska";"10";"2012";"Zenske";1385
"2786";"Podravska";"10";"2013";"Zenske";1465
"2787";"Podravska";"10";"2014";"Zenske";1471
"2788";"Podravska";"10";"2015";"Zenske";1498
"2789";"Podravska";"10";"2016";"Zenske";1441
"2790";"Podravska";"10";"2017";"Zenske";1576
"2791";"Podravska";"11";"2009";"Zenske";1612
"2792";"Podravska";"11";"2010";"Zenske";1589
"2793";"Podravska";"11";"2011";"Zenske";1556
"2794";"Podravska";"11";"2012";"Zenske";1497
"2795";"Podravska";"11";"2013";"Zenske";1532
"2796";"Podravska";"11";"2014";"Zenske";1431
"2797";"Podravska";"11";"2015";"Zenske";1453
"2798";"Podravska";"11";"2016";"Zenske";1487
"2799";"Podravska";"11";"2017";"Zenske";1511
"2800";"Podravska";"12";"2009";"Zenske";1789
"2801";"Podravska";"12";"2010";"Zenske";1679
"2802";"Podravska";"12";"2011";"Zenske";1568
"2803";"Podravska";"12";"2012";"Zenske";1589
"2804";"Podravska";"12";"2013";"Zenske";1411
"2805";"Podravska";"12";"2014";"Zenske";1425
"2806";"Podravska";"12";"2015";"Zenske";1423
"2807";"Podravska";"12";"2016";"Zenske";1458
"2808";"Podravska";"12";"2017";"Zenske";1456
"2809";"Podravska";"13";"2009";"Zenske";1740
"2810";"Podravska";"13";"2010";"Zenske";1598
"2811";"Podravska";"13";"2011";"Zenske";1586
"2812";"Podravska";"13";"2012";"Zenske";1463
"2813";"Podravska";"13";"2013";"Zenske";1516
"2814";"Podravska";"13";"2014";"Zenske";1506
"2815";"Podravska";"13";"2015";"Zenske";1473
"2816";"Podravska";"13";"2016";"Zenske";1422
"2817";"Podravska";"13";"2017";"Zenske";1534
"2818";"Podravska";"14";"2009";"Zenske";1736
"2819";"Podravska";"14";"2010";"Zenske";1651
"2820";"Podravska";"14";"2011";"Zenske";1611
"2821";"Podravska";"14";"2012";"Zenske";1563
"2822";"Podravska";"14";"2013";"Zenske";1475
"2823";"Podravska";"14";"2014";"Zenske";1495
"2824";"Podravska";"14";"2015";"Zenske";1502
"2825";"Podravska";"14";"2016";"Zenske";1483
"2826";"Podravska";"14";"2017";"Zenske";1549
"2827";"Podravska";"15";"2009";"Zenske";1773
"2828";"Podravska";"15";"2010";"Zenske";1726
"2829";"Podravska";"15";"2011";"Zenske";1715
"2830";"Podravska";"15";"2012";"Zenske";1663
"2831";"Podravska";"15";"2013";"Zenske";1635
"2832";"Podravska";"15";"2014";"Zenske";1604
"2833";"Podravska";"15";"2015";"Zenske";1562
"2834";"Podravska";"15";"2016";"Zenske";1680
"2835";"Podravska";"15";"2017";"Zenske";1709
"2836";"Podravska";"16";"2009";"Zenske";1985
"2837";"Podravska";"16";"2010";"Zenske";1869
"2838";"Podravska";"16";"2011";"Zenske";1854
"2839";"Podravska";"16";"2012";"Zenske";1789
"2840";"Podravska";"16";"2013";"Zenske";1779
"2841";"Podravska";"16";"2014";"Zenske";1797
"2842";"Podravska";"16";"2015";"Zenske";1717
"2843";"Podravska";"16";"2016";"Zenske";1890
"2844";"Podravska";"16";"2017";"Zenske";1919
"2845";"Podravska";"17";"2009";"Zenske";2113
"2846";"Podravska";"17";"2010";"Zenske";2105
"2847";"Podravska";"17";"2011";"Zenske";2114
"2848";"Podravska";"17";"2012";"Zenske";2062
"2849";"Podravska";"17";"2013";"Zenske";2085
"2850";"Podravska";"17";"2014";"Zenske";2083
"2851";"Podravska";"17";"2015";"Zenske";2001
"2852";"Podravska";"17";"2016";"Zenske";2079
"2853";"Podravska";"17";"2017";"Zenske";2147
"2854";"Podravska";"18";"2009";"Zenske";2363
"2855";"Podravska";"18";"2010";"Zenske";2167
"2856";"Podravska";"18";"2011";"Zenske";2084
"2857";"Podravska";"18";"2012";"Zenske";1867
"2858";"Podravska";"18";"2013";"Zenske";1765
"2859";"Podravska";"18";"2014";"Zenske";1730
"2860";"Podravska";"18";"2015";"Zenske";1733
"2861";"Podravska";"18";"2016";"Zenske";1652
"2862";"Podravska";"18";"2017";"Zenske";1678
"2863";"Podravska";"19";"2009";"Zenske";1545
"2864";"Podravska";"19";"2010";"Zenske";1436
"2865";"Podravska";"19";"2011";"Zenske";1395
"2866";"Podravska";"19";"2012";"Zenske";1328
"2867";"Podravska";"19";"2013";"Zenske";1290
"2868";"Podravska";"19";"2014";"Zenske";1296
"2869";"Podravska";"19";"2015";"Zenske";1211
"2870";"Podravska";"19";"2016";"Zenske";1208
"2871";"Podravska";"19";"2017";"Zenske";1229
"2872";"Podravska";"20";"2009";"Zenske";1089
"2873";"Podravska";"20";"2010";"Zenske";1029
"2874";"Podravska";"20";"2011";"Zenske";967
"2875";"Podravska";"20";"2012";"Zenske";963
"2876";"Podravska";"20";"2013";"Zenske";930
"2877";"Podravska";"20";"2014";"Zenske";888
"2878";"Podravska";"20";"2015";"Zenske";871
"2879";"Podravska";"20";"2016";"Zenske";888
"2880";"Podravska";"20";"2017";"Zenske";1005
"2881";"Koroška";"01";"2009";"Zenske";359
"2882";"Koroška";"01";"2010";"Zenske";323
"2883";"Koroška";"01";"2011";"Zenske";345
"2884";"Koroška";"01";"2012";"Zenske";435
"2885";"Koroška";"01";"2013";"Zenske";416
"2886";"Koroška";"01";"2014";"Zenske";451
"2887";"Koroška";"01";"2015";"Zenske";447
"2888";"Koroška";"01";"2016";"Zenske";386
"2889";"Koroška";"01";"2017";"Zenske";421
"2890";"Koroška";"02";"2009";"Zenske";724
"2891";"Koroška";"02";"2010";"Zenske";458
"2892";"Koroška";"02";"2011";"Zenske";502
"2893";"Koroška";"02";"2012";"Zenske";419
"2894";"Koroška";"02";"2013";"Zenske";492
"2895";"Koroška";"02";"2014";"Zenske";416
"2896";"Koroška";"02";"2015";"Zenske";376
"2897";"Koroška";"02";"2016";"Zenske";412
"2898";"Koroška";"02";"2017";"Zenske";434
"2899";"Koroška";"03";"2009";"Zenske";686
