"";"Regija";"Dejavnost";"Leto";"Plača.za.obodbje.v.EUR";"Plača_za_delano_uro_v_obdobju.v.EUR";"Indeks.spremembe.plače.glede.na.prejšnje.obdobje"
"1496";"Posavska";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2016;828,8;4,91;99
"1497";"Posavska";"F GRADBENIŠTVO";2005;550;3,24;103,5
"1498";"Posavska";"F GRADBENIŠTVO";2006;587,51;3,42;106,8
"1499";"Posavska";"F GRADBENIŠTVO";2007;655,45;3,64;111,6
"1500";"Posavska";"F GRADBENIŠTVO";2008;683,49;3,84;104,3
"1501";"Posavska";"F GRADBENIŠTVO";2009;611,5;3,5;89,5
"1502";"Posavska";"F GRADBENIŠTVO";2010;492,08;2,94;80,5
"1503";"Posavska";"F GRADBENIŠTVO";2011;712,67;4,3;144,8
"1504";"Posavska";"F GRADBENIŠTVO";2012;740,6;4,32;103,9
"1505";"Posavska";"F GRADBENIŠTVO";2013;767,88;4,36;103,7
"1506";"Posavska";"F GRADBENIŠTVO";2014;754,38;4,31;98,2
"1507";"Posavska";"F GRADBENIŠTVO";2015;705,94;4,23;93,6
"1508";"Posavska";"F GRADBENIŠTVO";2016;742,31;4,51;101,6
"1509";"Posavska";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2005;566,2;3,32;108,8
"1510";"Posavska";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2006;574,23;3,38;101,4
"1511";"Posavska";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2007;635,36;3,67;110,6
"1512";"Posavska";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2008;686,61;3,94;108,1
"1513";"Posavska";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2009;716,53;4,2;104,4
"1514";"Posavska";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2010;724,11;4,41;101,1
"1515";"Posavska";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2011;750,63;4,62;103,7
"1516";"Posavska";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2012;785,22;4,66;104,6
"1517";"Posavska";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2013;783,48;4,55;99,8
"1518";"Posavska";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2014;785,49;4,56;100,3
"1519";"Posavska";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2015;779,21;4,69;99,2
"1520";"Posavska";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2016;790,63;4,83;100,7
"1521";"Posavska";"H PROMET IN SKLADIŠČENJE";2005;637,72;3,83;100,6
"1522";"Posavska";"H PROMET IN SKLADIŠČENJE";2006;677,08;3,94;106,2
"1523";"Posavska";"H PROMET IN SKLADIŠČENJE";2007;749,38;4,26;110,7
"1524";"Posavska";"H PROMET IN SKLADIŠČENJE";2008;858,38;4,89;114,5
"1525";"Posavska";"H PROMET IN SKLADIŠČENJE";2009;861,67;5,08;100,4
"1526";"Posavska";"H PROMET IN SKLADIŠČENJE";2010;838,42;5,05;97,3
"1527";"Posavska";"H PROMET IN SKLADIŠČENJE";2011;883,12;5,32;105,3
"1528";"Posavska";"H PROMET IN SKLADIŠČENJE";2012;906,95;5,33;102,7
"1529";"Posavska";"H PROMET IN SKLADIŠČENJE";2013;886,08;5,08;97,7
"1530";"Posavska";"H PROMET IN SKLADIŠČENJE";2014;875,56;5,05;98,8
"1531";"Posavska";"H PROMET IN SKLADIŠČENJE";2015;891,91;5,29;101,9
"1532";"Posavska";"H PROMET IN SKLADIŠČENJE";2016;876,92;5,28;99,1
"1533";"Posavska";"I GOSTINSTVO";2005;556,16;3,4;107,5
"1534";"Posavska";"I GOSTINSTVO";2006;572,58;3,35;103
"1535";"Posavska";"I GOSTINSTVO";2007;625,9;3,51;109,3
"1536";"Posavska";"I GOSTINSTVO";2008;665;3,76;106,2
"1537";"Posavska";"I GOSTINSTVO";2009;688,49;4,1;103,5
"1538";"Posavska";"I GOSTINSTVO";2010;709,71;4,48;103,1
"1539";"Posavska";"I GOSTINSTVO";2011;718,62;4,56;101,3
"1540";"Posavska";"I GOSTINSTVO";2012;736,87;4,41;102,5
"1541";"Posavska";"I GOSTINSTVO";2013;700,92;4,11;95,1
"1542";"Posavska";"I GOSTINSTVO";2014;695,59;4,15;99,2
"1543";"Posavska";"I GOSTINSTVO";2015;648,25;4,05;93,2
"1544";"Posavska";"I GOSTINSTVO";2016;644,97;4,09;91,5
"1545";"Posavska";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2005;716,28;4,19;102,7
"1546";"Posavska";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2006;676,96;4;94,5
"1547";"Posavska";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2007;748,36;4,27;110,5
"1548";"Posavska";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2008;768,35;4,47;102,7
"1549";"Posavska";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2009;818,99;4,87;106,6
"1550";"Posavska";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2010;932,45;5,63;113,9
"1551";"Posavska";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2011;1015,8;6,08;108,9
"1552";"Posavska";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2012;1052,85;6,08;103,6
"1553";"Posavska";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2013;1025,93;5,77;97,4
"1554";"Posavska";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2014;1023,81;5,88;99,8
"1555";"Posavska";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2015;1049,51;6,31;102,5
"1556";"Posavska";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2016;1039,08;6,28;102,4
"1557";"Posavska";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2005;881,02;5,36;104,8
"1558";"Posavska";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2006;913,48;5,32;103,7
"1559";"Posavska";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2007;1062,83;5,85;116,3
"1560";"Posavska";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2008;1095,91;6,05;103,1
"1561";"Posavska";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2009;1133,55;6,66;103,4
"1562";"Posavska";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2010;1149,12;7,06;101,4
"1563";"Posavska";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2011;1204,71;7,42;104,8
"1564";"Posavska";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2012;1191,56;7,16;98,9
"1565";"Posavska";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2013;1227,78;6,96;103
"1566";"Posavska";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2014;1299,72;7,35;105,9
"1567";"Posavska";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2015;1471,83;8,87;113,2
"1568";"Posavska";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2016;1395,85;8,52;106
"1569";"Posavska";"L POSLOVANJE Z NEPREMIČNINAMI";2005;714,18;4,37;115,5
"1570";"Posavska";"L POSLOVANJE Z NEPREMIČNINAMI";2006;686,48;3,93;96,1
"1571";"Posavska";"L POSLOVANJE Z NEPREMIČNINAMI";2007;713,98;4,13;104
"1572";"Posavska";"L POSLOVANJE Z NEPREMIČNINAMI";2008;727,93;4,07;102
"1573";"Posavska";"L POSLOVANJE Z NEPREMIČNINAMI";2009;850,93;5,04;116,9
"1574";"Posavska";"L POSLOVANJE Z NEPREMIČNINAMI";2010;885,73;5,27;104,1
"1575";"Posavska";"L POSLOVANJE Z NEPREMIČNINAMI";2011;914,95;5,47;103,3
"1576";"Posavska";"L POSLOVANJE Z NEPREMIČNINAMI";2012;921,07;5,41;100,7
"1577";"Posavska";"L POSLOVANJE Z NEPREMIČNINAMI";2013;874,38;4,88;94,9
"1578";"Posavska";"L POSLOVANJE Z NEPREMIČNINAMI";2014;1019,24;5,67;116,6
"1579";"Posavska";"L POSLOVANJE Z NEPREMIČNINAMI";2015;1061,92;6,02;104,2
"1580";"Posavska";"L POSLOVANJE Z NEPREMIČNINAMI";2016;973,8;5,85;99,8
"1581";"Posavska";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2005;767,82;4,66;112,7
"1582";"Posavska";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2006;806,42;4,75;105
"1583";"Posavska";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2007;852,1;4,94;105,7
"1584";"Posavska";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2008;926,55;5,3;108,7
"1585";"Posavska";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2009;1035,87;6,08;111,8
"1586";"Posavska";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2010;1017,2;6,26;98,2
"1587";"Posavska";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2011;1076,44;6,68;105,8
"1588";"Posavska";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2012;1021;6,03;94,8
"1589";"Posavska";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2013;998,89;5,72;97,8
"1590";"Posavska";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2014;954,03;5,43;95,5
"1591";"Posavska";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2015;953,26;5,66;99,9
"1592";"Posavska";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2016;965,94;5,78;102,4
"1593";"Posavska";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2005;425,06;2,72;102,3
"1594";"Posavska";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2006;479,59;2,85;112,8
"1595";"Posavska";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2007;483,19;2,85;100,8
"1596";"Posavska";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2008;541,45;3,17;112,1
"1597";"Posavska";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2009;558,56;3,4;103,2
"1598";"Posavska";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2010;590,18;3,78;105,7
"1599";"Posavska";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2011;640,78;4,16;108,6
"1600";"Posavska";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2012;628,35;3,92;98,1
"1601";"Posavska";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2013;711,84;4,3;113,3
"1602";"Posavska";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2014;610,44;3,86;85,8
"1603";"Posavska";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2015;641,02;4,05;105
"1604";"Posavska";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2016;642,97;4,16;103,5
"1605";"Posavska";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2005;780,5;4,68;103,3
"1606";"Posavska";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2006;816,32;4,72;104,6
"1607";"Posavska";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2007;862,49;4,88;105,7
"1608";"Posavska";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2008;881,18;4,99;102,2
"1609";"Posavska";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2009;1046,9;6,14;118,8
"1610";"Posavska";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2010;1052,51;6,5;100,5
"1611";"Posavska";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2011;1057,03;6,54;100,4
"1612";"Posavska";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2012;1086,13;6,46;102,8
"1613";"Posavska";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2013;1092,84;6,12;100,6
"1614";"Posavska";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2014;1085,28;6,09;99,3
"1615";"Posavska";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2015;1065,81;6,2;98,2
"1616";"Posavska";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2016;1068,79;6,3;97,6
"1617";"Posavska";"P IZOBRAŽEVANJE";2005;831,18;5,03;104,8
"1618";"Posavska";"P IZOBRAŽEVANJE";2006;863,54;5,23;103,9
"1619";"Posavska";"P IZOBRAŽEVANJE";2007;949,31;5,74;109,9
"1620";"Posavska";"P IZOBRAŽEVANJE";2008;968,51;5,87;102
"1621";"Posavska";"P IZOBRAŽEVANJE";2009;1058,86;6,45;109,3
"1622";"Posavska";"P IZOBRAŽEVANJE";2010;1052,22;6,64;99,4
"1623";"Posavska";"P IZOBRAŽEVANJE";2011;1060,26;6,75;100,8
"1624";"Posavska";"P IZOBRAŽEVANJE";2012;1046;6,38;98,7
"1625";"Posavska";"P IZOBRAŽEVANJE";2013;1000,19;5,9;95,6
"1626";"Posavska";"P IZOBRAŽEVANJE";2014;987,23;5,84;98,7
"1627";"Posavska";"P IZOBRAŽEVANJE";2015;1005,69;6,14;101,9
"1628";"Posavska";"P IZOBRAŽEVANJE";2016;992,4;6,14;99,7
"1629";"Posavska";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2005;752,99;4,38;102,2
"1630";"Posavska";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2006;782,35;4,52;103,9
"1631";"Posavska";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2007;818,75;4,73;104,7
"1632";"Posavska";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2008;871,25;5,05;106,4
"1633";"Posavska";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2009;1027,03;5,85;117,9
"1634";"Posavska";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2010;1025,86;6,1;99,9
"1635";"Posavska";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2011;1016,84;6,1;99,1
"1636";"Posavska";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2012;1015,56;5,95;99,9
"1637";"Posavska";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2013;1006,89;5,74;99,1
"1638";"Posavska";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2014;1002,95;5,66;99,6
"1639";"Posavska";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2015;1011,21;5,86;100,8
"1640";"Posavska";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2016;1023,64;5,96;100,9
"1641";"Posavska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2005;741,32;4,54;101,9
"1642";"Posavska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2006;788,17;4,74;106,3
"1643";"Posavska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2007;815,05;4,62;103,4
"1644";"Posavska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2008;964,64;5,5;118,4
"1645";"Posavska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2009;926,66;5,49;96,1
"1646";"Posavska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2010;953,55;5,88;102,9
"1647";"Posavska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2011;945,61;5,81;99,2
"1648";"Posavska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2012;940,49;5,6;99,5
"1649";"Posavska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2013;910,24;5,25;96,8
"1650";"Posavska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2014;889,02;5,18;97,7
"1651";"Posavska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2015;890,52;5,48;100,2
"1652";"Posavska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2016;897,78;5,47;100,6
"1653";"Posavska";"S DRUGE DEJAVNOSTI";2005;624,62;3,7;102
"1654";"Posavska";"S DRUGE DEJAVNOSTI";2006;660,43;3,96;105,7
"1655";"Posavska";"S DRUGE DEJAVNOSTI";2007;764,48;4,51;115,8
"1656";"Posavska";"S DRUGE DEJAVNOSTI";2008;743,86;4,58;97,3
"1657";"Posavska";"S DRUGE DEJAVNOSTI";2009;830,21;5,38;111,6
"1658";"Posavska";"S DRUGE DEJAVNOSTI";2010;904,66;5,42;109
"1659";"Posavska";"S DRUGE DEJAVNOSTI";2011;912,56;5,54;100,9
"1660";"Posavska";"S DRUGE DEJAVNOSTI";2012;801,38;4,75;87,8
"1661";"Posavska";"S DRUGE DEJAVNOSTI";2013;818,8;4,84;102,2
"1662";"Posavska";"S DRUGE DEJAVNOSTI";2014;801,37;4,64;97,9
"1663";"Posavska";"S DRUGE DEJAVNOSTI";2015;724,18;4,51;90,4
"1664";"Posavska";"S DRUGE DEJAVNOSTI";2016;769,24;4,72;94,6
"1665";"Jugovzhodna Slovenija";"SKD Dejavnost";2005;703,48;4,2;110,2
"1666";"Jugovzhodna Slovenija";"SKD Dejavnost";2006;757,34;4,38;107,7
"1667";"Jugovzhodna Slovenija";"SKD Dejavnost";2007;820,6;4,62;108,4
"1668";"Jugovzhodna Slovenija";"SKD Dejavnost";2008;886,65;5;108
"1669";"Jugovzhodna Slovenija";"SKD Dejavnost";2009;904,5;5,34;102
"1670";"Jugovzhodna Slovenija";"SKD Dejavnost";2010;937,36;5,69;103,6
"1671";"Jugovzhodna Slovenija";"SKD Dejavnost";2011;988,72;6,01;105,5
"1672";"Jugovzhodna Slovenija";"SKD Dejavnost";2012;1020,29;6;103,2
"1673";"Jugovzhodna Slovenija";"SKD Dejavnost";2013;1049,13;5,97;102,8
"1674";"Jugovzhodna Slovenija";"SKD Dejavnost";2014;1059,15;6;101
"1675";"Jugovzhodna Slovenija";"SKD Dejavnost";2015;1059,29;6,21;100
"1676";"Jugovzhodna Slovenija";"SKD Dejavnost";2016;1008,93;5,98;100
"1677";"Jugovzhodna Slovenija";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2005;713,34;4,43;100,5
"1678";"Jugovzhodna Slovenija";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2006;759,41;4,43;106,5
"1679";"Jugovzhodna Slovenija";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2007;825,73;4,65;108,7
"1680";"Jugovzhodna Slovenija";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2008;895,45;5,04;108,4
"1681";"Jugovzhodna Slovenija";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2009;854,83;5,02;95,5
"1682";"Jugovzhodna Slovenija";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2010;846,26;5,32;99
"1683";"Jugovzhodna Slovenija";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2011;924,2;5,87;109,2
"1684";"Jugovzhodna Slovenija";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2012;1004,66;5,85;108,7
"1685";"Jugovzhodna Slovenija";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2013;958,9;5,33;95,4
"1686";"Jugovzhodna Slovenija";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2014;989,29;5,47;103,2
"1687";"Jugovzhodna Slovenija";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2015;965,31;5,57;97,6
"1688";"Jugovzhodna Slovenija";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2016;943,6;5,56;98,1
"1689";"Jugovzhodna Slovenija";"B RUDARSTVO";2005;712,48;4,36;110,4
"1690";"Jugovzhodna Slovenija";"B RUDARSTVO";2007;908,86;4,87;105
"1691";"Jugovzhodna Slovenija";"B RUDARSTVO";2008;915,05;4,88;100,7
"1692";"Jugovzhodna Slovenija";"B RUDARSTVO";2009;928,33;5,23;101,5
"1693";"Jugovzhodna Slovenija";"B RUDARSTVO";2010;873,95;5,1;94,1
"1694";"Jugovzhodna Slovenija";"B RUDARSTVO";2011;911,46;5,33;104,3
"1695";"Jugovzhodna Slovenija";"B RUDARSTVO";2012;967,53;5,43;106,2
"1696";"Jugovzhodna Slovenija";"B RUDARSTVO";2013;1432,65;7,7;148,1
"1697";"Jugovzhodna Slovenija";"C PREDELOVALNE DEJAVNOSTI";2005;673,16;4,02;113,9
"1698";"Jugovzhodna Slovenija";"C PREDELOVALNE DEJAVNOSTI";2006;737,02;4,24;109,5
"1699";"Jugovzhodna Slovenija";"C PREDELOVALNE DEJAVNOSTI";2007;803,67;4,52;109
"1700";"Jugovzhodna Slovenija";"C PREDELOVALNE DEJAVNOSTI";2008;876,09;4,92;109
"1701";"Jugovzhodna Slovenija";"C PREDELOVALNE DEJAVNOSTI";2009;855,27;5,1;97,6
"1702";"Jugovzhodna Slovenija";"C PREDELOVALNE DEJAVNOSTI";2010;926,94;5,58;108,4
"1703";"Jugovzhodna Slovenija";"C PREDELOVALNE DEJAVNOSTI";2011;1001,99;6,01;108,1
"1704";"Jugovzhodna Slovenija";"C PREDELOVALNE DEJAVNOSTI";2012;1051,37;6,15;104,9
"1705";"Jugovzhodna Slovenija";"C PREDELOVALNE DEJAVNOSTI";2013;1113,75;6,31;105,9
"1706";"Jugovzhodna Slovenija";"C PREDELOVALNE DEJAVNOSTI";2014;1133,52;6,38;101,8
"1707";"Jugovzhodna Slovenija";"C PREDELOVALNE DEJAVNOSTI";2015;1140,07;6,59;100,6
"1708";"Jugovzhodna Slovenija";"C PREDELOVALNE DEJAVNOSTI";2016;1065,85;6,23;101
"1709";"Jugovzhodna Slovenija";"D OSKRBA Z ELEKTRIČNO ENERGIJO, PLINOM IN PARO";2005;1088,38;6,47;131,8
"1710";"Jugovzhodna Slovenija";"D OSKRBA Z ELEKTRIČNO ENERGIJO, PLINOM IN PARO";2006;1352,94;7,73;124,3
"1711";"Jugovzhodna Slovenija";"D OSKRBA Z ELEKTRIČNO ENERGIJO, PLINOM IN PARO";2007;1562,75;8,72;115,5
"1712";"Jugovzhodna Slovenija";"D OSKRBA Z ELEKTRIČNO ENERGIJO, PLINOM IN PARO";2008;1851,23;10,32;118,5
"1713";"Jugovzhodna Slovenija";"D OSKRBA Z ELEKTRIČNO ENERGIJO, PLINOM IN PARO";2009;1590,27;9,21;85,9
"1714";"Jugovzhodna Slovenija";"D OSKRBA Z ELEKTRIČNO ENERGIJO, PLINOM IN PARO";2010;1704,43;10,25;107,2
"1715";"Jugovzhodna Slovenija";"D OSKRBA Z ELEKTRIČNO ENERGIJO, PLINOM IN PARO";2011;2002,25;12,02;117,5
"1716";"Jugovzhodna Slovenija";"D OSKRBA Z ELEKTRIČNO ENERGIJO, PLINOM IN PARO";2012;2056,58;11,81;102,7
"1717";"Jugovzhodna Slovenija";"D OSKRBA Z ELEKTRIČNO ENERGIJO, PLINOM IN PARO";2013;2165,83;11,92;105,3
"1718";"Jugovzhodna Slovenija";"D OSKRBA Z ELEKTRIČNO ENERGIJO, PLINOM IN PARO";2014;2187,84;12,12;101
"1719";"Jugovzhodna Slovenija";"D OSKRBA Z ELEKTRIČNO ENERGIJO, PLINOM IN PARO";2015;2055,94;11,77;94
"1720";"Jugovzhodna Slovenija";"D OSKRBA Z ELEKTRIČNO ENERGIJO, PLINOM IN PARO";2016;1590,48;9,31;94,7
"1721";"Jugovzhodna Slovenija";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2005;693,91;4,09;104,4
"1722";"Jugovzhodna Slovenija";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2006;749,11;4,26;108
"1723";"Jugovzhodna Slovenija";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2007;833,17;4,56;111,2
"1724";"Jugovzhodna Slovenija";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2008;919,39;5,01;110,3
"1725";"Jugovzhodna Slovenija";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2009;964,03;5,48;104,9
"1726";"Jugovzhodna Slovenija";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2010;954,64;5,74;99
"1727";"Jugovzhodna Slovenija";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2011;952,01;5,76;99,7
"1728";"Jugovzhodna Slovenija";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2012;1019,27;5,85;107,1
"1729";"Jugovzhodna Slovenija";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2013;1095,79;5,91;107,5
"1730";"Jugovzhodna Slovenija";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2014;1042,71;5,72;95,2
"1731";"Jugovzhodna Slovenija";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2015;1033,87;5,91;99,2
"1732";"Jugovzhodna Slovenija";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2016;1024,62;5,96;101,7
"1733";"Jugovzhodna Slovenija";"F GRADBENIŠTVO";2005;657,55;3,87;114,8
"1734";"Jugovzhodna Slovenija";"F GRADBENIŠTVO";2006;676,61;3,84;102,9
