"";"Regija";"Dejavnost";"Leto";"Plača.za.obodbje.v.EUR";"Plača_za_delano_uro_v_obdobju.v.EUR";"Indeks.spremembe.plače.glede.na.prejšnje.obdobje"
"956";"Koroška";"S DRUGE DEJAVNOSTI";2012;925,96;5,56;107,1
"957";"Koroška";"S DRUGE DEJAVNOSTI";2013;839,99;5,02;90,7
"958";"Koroška";"S DRUGE DEJAVNOSTI";2014;853,74;5,09;101,6
"959";"Koroška";"S DRUGE DEJAVNOSTI";2015;825,58;5,14;96,7
"960";"Koroška";"S DRUGE DEJAVNOSTI";2016;853,26;5,3;98,7
"961";"Savinjska";"SKD Dejavnost";2005;659,42;3,95;104,2
"962";"Savinjska";"SKD Dejavnost";2006;700,3;4,11;106,2
"963";"Savinjska";"SKD Dejavnost";2007;751,5;4,3;107,3
"964";"Savinjska";"SKD Dejavnost";2008;789,44;4,55;105
"965";"Savinjska";"SKD Dejavnost";2009;827,14;4,94;104,8
"966";"Savinjska";"SKD Dejavnost";2010;856,31;5,22;103,5
"967";"Savinjska";"SKD Dejavnost";2011;902,8;5,5;105,4
"968";"Savinjska";"SKD Dejavnost";2012;919,79;5,44;101,9
"969";"Savinjska";"SKD Dejavnost";2013;928,83;5,37;101
"970";"Savinjska";"SKD Dejavnost";2014;937,23;5,41;100,9
"971";"Savinjska";"SKD Dejavnost";2015;936,46;5,56;99,9
"972";"Savinjska";"SKD Dejavnost";2016;936,87;5,6;100,1
"973";"Savinjska";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2005;531,49;3,29;97,6
"974";"Savinjska";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2006;548,4;3,3;103,2
"975";"Savinjska";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2007;620,62;3,6;113,2
"976";"Savinjska";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2008;666,34;3,97;107,4
"977";"Savinjska";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2009;676,63;4,12;101,5
"978";"Savinjska";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2010;710,54;4,46;105
"979";"Savinjska";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2011;818,34;5,01;115,2
"980";"Savinjska";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2012;838,46;5,02;102,5
"981";"Savinjska";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2013;818,19;4,9;97,6
"982";"Savinjska";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2014;777,82;4,69;95,1
"983";"Savinjska";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2015;806,99;4,85;103,8
"984";"Savinjska";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO";2016;801,58;4,88;100,4
"985";"Savinjska";"B RUDARSTVO";2005;987,1;5,99;105,7
"986";"Savinjska";"B RUDARSTVO";2006;1040,24;6,33;105,4
"987";"Savinjska";"B RUDARSTVO";2007;1123,96;6,72;108
"988";"Savinjska";"B RUDARSTVO";2008;1174,33;7,28;104,5
"989";"Savinjska";"B RUDARSTVO";2009;1298,42;7,76;110,6
"990";"Savinjska";"B RUDARSTVO";2010;1323,94;8,07;102
"991";"Savinjska";"B RUDARSTVO";2011;1365,27;8,33;103,1
"992";"Savinjska";"B RUDARSTVO";2012;1492,34;8,57;109,3
"993";"Savinjska";"B RUDARSTVO";2013;1691,8;9,91;113,4
"994";"Savinjska";"B RUDARSTVO";2014;1447;8,96;85,5
"995";"Savinjska";"B RUDARSTVO";2015;1444,15;8,5;99,8
"996";"Savinjska";"B RUDARSTVO";2016;1424,55;8,48;91,8
"997";"Savinjska";"C PREDELOVALNE DEJAVNOSTI";2005;600,04;3,58;104,7
"998";"Savinjska";"C PREDELOVALNE DEJAVNOSTI";2006;645,53;3,76;107,6
"999";"Savinjska";"C PREDELOVALNE DEJAVNOSTI";2007;693,77;3,94;107,5
"1000";"Savinjska";"C PREDELOVALNE DEJAVNOSTI";2008;738,65;4,23;106,5
"1001";"Savinjska";"C PREDELOVALNE DEJAVNOSTI";2009;733,34;4,46;99,3
"1002";"Savinjska";"C PREDELOVALNE DEJAVNOSTI";2010;790,38;4,8;107,8
"1003";"Savinjska";"C PREDELOVALNE DEJAVNOSTI";2011;835,64;5,08;105,7
"1004";"Savinjska";"C PREDELOVALNE DEJAVNOSTI";2012;868,3;5,11;103,9
"1005";"Savinjska";"C PREDELOVALNE DEJAVNOSTI";2013;886;5,13;102
"1006";"Savinjska";"C PREDELOVALNE DEJAVNOSTI";2014;918,86;5,28;103,7
"1007";"Savinjska";"C PREDELOVALNE DEJAVNOSTI";2015;920,82;5,43;100,2
"1008";"Savinjska";"C PREDELOVALNE DEJAVNOSTI";2016;933,43;5,53;101
"1009";"Savinjska";"D OSKRBA Z ELEKTRIČNO ENERGIJO, PLINOM IN PARO";2005;869,44;5,14;109,1
"1010";"Savinjska";"D OSKRBA Z ELEKTRIČNO ENERGIJO, PLINOM IN PARO";2006;925,27;5,34;106,4
"1011";"Savinjska";"D OSKRBA Z ELEKTRIČNO ENERGIJO, PLINOM IN PARO";2007;1016,7;5,62;109,9
"1012";"Savinjska";"D OSKRBA Z ELEKTRIČNO ENERGIJO, PLINOM IN PARO";2008;1100,83;6,01;108,3
"1013";"Savinjska";"D OSKRBA Z ELEKTRIČNO ENERGIJO, PLINOM IN PARO";2009;1180,24;6,75;107,2
"1014";"Savinjska";"D OSKRBA Z ELEKTRIČNO ENERGIJO, PLINOM IN PARO";2010;1190,81;7,15;100,9
"1015";"Savinjska";"D OSKRBA Z ELEKTRIČNO ENERGIJO, PLINOM IN PARO";2011;1197,69;7,23;100,6
"1016";"Savinjska";"D OSKRBA Z ELEKTRIČNO ENERGIJO, PLINOM IN PARO";2012;1267,84;7,32;105,9
"1017";"Savinjska";"D OSKRBA Z ELEKTRIČNO ENERGIJO, PLINOM IN PARO";2013;1303,65;7,28;102,8
"1018";"Savinjska";"D OSKRBA Z ELEKTRIČNO ENERGIJO, PLINOM IN PARO";2014;1306,8;7,24;100,2
"1019";"Savinjska";"D OSKRBA Z ELEKTRIČNO ENERGIJO, PLINOM IN PARO";2015;1311,31;7,58;100,3
"1020";"Savinjska";"D OSKRBA Z ELEKTRIČNO ENERGIJO, PLINOM IN PARO";2016;1336,05;7,81;99,7
"1021";"Savinjska";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2005;712,7;4,25;108,2
"1022";"Savinjska";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2006;748,39;4,27;105
"1023";"Savinjska";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2007;833,39;4,62;111,4
"1024";"Savinjska";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2008;892,95;5,01;107,1
"1025";"Savinjska";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2009;904,76;5,16;101,3
"1026";"Savinjska";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2010;896,16;5,28;99
"1027";"Savinjska";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2011;897,89;5,32;100,2
"1028";"Savinjska";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2012;942,97;5,41;105
"1029";"Savinjska";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2013;974,76;5,43;103,4
"1030";"Savinjska";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2014;992,63;5,58;101,8
"1031";"Savinjska";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2015;959,89;5,56;96,7
"1032";"Savinjska";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA";2016;962,12;5,64;100,2
"1033";"Savinjska";"F GRADBENIŠTVO";2005;566,21;3,38;102,6
"1034";"Savinjska";"F GRADBENIŠTVO";2006;620,56;3,65;109,6
"1035";"Savinjska";"F GRADBENIŠTVO";2007;674,97;3,86;108,8
"1036";"Savinjska";"F GRADBENIŠTVO";2008;664,66;3,87;98,5
"1037";"Savinjska";"F GRADBENIŠTVO";2009;672,04;4,01;101,1
"1038";"Savinjska";"F GRADBENIŠTVO";2010;676,91;4,18;100,7
"1039";"Savinjska";"F GRADBENIŠTVO";2011;802,67;4,86;118,6
"1040";"Savinjska";"F GRADBENIŠTVO";2012;767,68;4,58;95,6
"1041";"Savinjska";"F GRADBENIŠTVO";2013;796,67;4,63;103,8
"1042";"Savinjska";"F GRADBENIŠTVO";2014;753,07;4,45;94,5
"1043";"Savinjska";"F GRADBENIŠTVO";2015;773,45;4,66;102,7
"1044";"Savinjska";"F GRADBENIŠTVO";2016;769,87;4,68;100,8
"1045";"Savinjska";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2005;560,58;3,36;104,5
"1046";"Savinjska";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2006;602,53;3,6;107,5
"1047";"Savinjska";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2007;647,82;3,71;107,5
"1048";"Savinjska";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2008;684,92;3,96;105,7
"1049";"Savinjska";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2009;726,21;4,29;106
"1050";"Savinjska";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2010;737,77;4,51;101,6
"1051";"Savinjska";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2011;775,24;4,74;105,1
"1052";"Savinjska";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2012;789,22;4,72;101,8
"1053";"Savinjska";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2013;797,26;4,61;101
"1054";"Savinjska";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2014;803,94;4,65;100,8
"1055";"Savinjska";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2015;796,15;4,76;99
"1056";"Savinjska";"G TRGOVINA, VZDRŽEVANJE IN POPRAVILA MOTORNIH VOZIL";2016;803,57;4,87;100,8
"1057";"Savinjska";"H PROMET IN SKLADIŠČENJE";2005;696,48;4,18;106
"1058";"Savinjska";"H PROMET IN SKLADIŠČENJE";2006;691,36;4,1;99,3
"1059";"Savinjska";"H PROMET IN SKLADIŠČENJE";2007;726,35;4,16;105,1
"1060";"Savinjska";"H PROMET IN SKLADIŠČENJE";2008;798,8;4,61;110
"1061";"Savinjska";"H PROMET IN SKLADIŠČENJE";2009;853,53;4,97;106,9
"1062";"Savinjska";"H PROMET IN SKLADIŠČENJE";2010;843,7;5,07;98,8
"1063";"Savinjska";"H PROMET IN SKLADIŠČENJE";2011;867,66;5,21;102,8
"1064";"Savinjska";"H PROMET IN SKLADIŠČENJE";2012;903,55;5,35;104,1
"1065";"Savinjska";"H PROMET IN SKLADIŠČENJE";2013;884,93;5,12;97,9
"1066";"Savinjska";"H PROMET IN SKLADIŠČENJE";2014;900,44;5,23;101,8
"1067";"Savinjska";"H PROMET IN SKLADIŠČENJE";2015;883,89;5,21;98,2
"1068";"Savinjska";"H PROMET IN SKLADIŠČENJE";2016;877,18;5,19;98,6
"1069";"Savinjska";"I GOSTINSTVO";2005;556,46;3,35;105,7
"1070";"Savinjska";"I GOSTINSTVO";2006;589,89;3,48;106
"1071";"Savinjska";"I GOSTINSTVO";2007;611,18;3,58;103,6
"1072";"Savinjska";"I GOSTINSTVO";2008;652,7;3,83;106,8
"1073";"Savinjska";"I GOSTINSTVO";2009;662,51;3,98;101,5
"1074";"Savinjska";"I GOSTINSTVO";2010;692,08;4,29;104,5
"1075";"Savinjska";"I GOSTINSTVO";2011;776,83;4,81;112,2
"1076";"Savinjska";"I GOSTINSTVO";2012;746,65;4,51;96,1
"1077";"Savinjska";"I GOSTINSTVO";2013;752,91;4,43;100,8
"1078";"Savinjska";"I GOSTINSTVO";2014;747,64;4,46;99,3
"1079";"Savinjska";"I GOSTINSTVO";2015;760,92;4,64;101,8
"1080";"Savinjska";"I GOSTINSTVO";2016;760,81;4,7;102
"1081";"Savinjska";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2005;828,44;4,96;101,9
"1082";"Savinjska";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2006;875,76;5,03;105,7
"1083";"Savinjska";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2007;953,27;5,36;108,9
"1084";"Savinjska";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2008;1024,57;5,78;107,5
"1085";"Savinjska";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2009;1071,41;6,2;104,6
"1086";"Savinjska";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2010;1052,63;6,38;98,2
"1087";"Savinjska";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2011;1079,95;6,54;102,6
"1088";"Savinjska";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2012;1111,46;6,54;102,9
"1089";"Savinjska";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2013;1124,26;6,4;101,2
"1090";"Savinjska";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2014;1123,11;6,44;99,9
"1091";"Savinjska";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2015;1099,02;6,48;97,9
"1092";"Savinjska";"J INFORMACIJSKE IN KOMUNIKACIJSKE DEJAVNOSTI";2016;1102,19;6,58;99,6
"1093";"Savinjska";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2005;895,2;5,47;102,3
"1094";"Savinjska";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2006;923,56;5,41;103,2
"1095";"Savinjska";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2007;1047,17;5,81;113,4
"1096";"Savinjska";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2008;1114,62;6,28;106,4
"1097";"Savinjska";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2009;1194,87;7;107,2
"1098";"Savinjska";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2010;1166,77;7,17;97,6
"1099";"Savinjska";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2011;1257,9;7,72;107,8
"1100";"Savinjska";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2012;1252,62;7,36;99,6
"1101";"Savinjska";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2013;1234,91;7;98,6
"1102";"Savinjska";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2014;1234,03;7,03;99,9
"1103";"Savinjska";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2015;1343,7;7,99;108,9
"1104";"Savinjska";"K FINANČNE IN ZAVAROVALNIŠKE DEJAVNOSTI";2016;1264,81;7,62;101,6
"1105";"Savinjska";"L POSLOVANJE Z NEPREMIČNINAMI";2005;753,61;4,46;101
"1106";"Savinjska";"L POSLOVANJE Z NEPREMIČNINAMI";2006;784,43;4,59;104,1
"1107";"Savinjska";"L POSLOVANJE Z NEPREMIČNINAMI";2007;797,83;4,66;101,7
"1108";"Savinjska";"L POSLOVANJE Z NEPREMIČNINAMI";2008;917,65;5,2;115
"1109";"Savinjska";"L POSLOVANJE Z NEPREMIČNINAMI";2009;988,52;5,75;107,7
"1110";"Savinjska";"L POSLOVANJE Z NEPREMIČNINAMI";2010;924,2;5,63;93,5
"1111";"Savinjska";"L POSLOVANJE Z NEPREMIČNINAMI";2011;1047,19;6,3;113,3
"1112";"Savinjska";"L POSLOVANJE Z NEPREMIČNINAMI";2012;1059,96;6,28;101,2
"1113";"Savinjska";"L POSLOVANJE Z NEPREMIČNINAMI";2013;1074,7;6,24;101,4
"1114";"Savinjska";"L POSLOVANJE Z NEPREMIČNINAMI";2014;1091,71;6,31;101,6
"1115";"Savinjska";"L POSLOVANJE Z NEPREMIČNINAMI";2015;1044;6,2;95,6
"1116";"Savinjska";"L POSLOVANJE Z NEPREMIČNINAMI";2016;1061,88;6,35;100,8
"1117";"Savinjska";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2005;700,22;4,17;102,4
"1118";"Savinjska";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2006;759,82;4,47;108,5
"1119";"Savinjska";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2007;821,3;4,74;108,1
"1120";"Savinjska";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2008;883,39;5,12;107,6
"1121";"Savinjska";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2009;924,81;5,55;104,7
"1122";"Savinjska";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2010;939,57;5,77;101,6
"1123";"Savinjska";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2011;956,17;5,91;101,8
"1124";"Savinjska";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2012;946,27;5,69;99
"1125";"Savinjska";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2013;946,53;5,58;100
"1126";"Savinjska";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2014;922,9;5,38;97,5
"1127";"Savinjska";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2015;941,85;5,73;102,1
"1128";"Savinjska";"M STROKOVNE, ZNANSTVENE IN TEHNIČNE DEJAVNOSTI";2016;948,21;5,81;102,1
"1129";"Savinjska";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2005;475,34;2,86;106,1
"1130";"Savinjska";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2006;492,35;2,92;103,6
"1131";"Savinjska";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2007;513,03;2,96;104,2
"1132";"Savinjska";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2008;556,64;3,21;108,5
"1133";"Savinjska";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2009;614,73;3,68;110,4
"1134";"Savinjska";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2010;656,39;4;106,8
"1135";"Savinjska";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2011;669,51;4,1;102
"1136";"Savinjska";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2012;680,38;4,09;101,6
"1137";"Savinjska";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2013;677,29;3,92;99,5
"1138";"Savinjska";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2014;676,41;3,94;99,9
"1139";"Savinjska";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2015;656,16;3,99;97
"1140";"Savinjska";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI";2016;666,91;4,1;99,8
"1141";"Savinjska";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2005;809,5;4,92;102,9
"1142";"Savinjska";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2006;853,21;4,96;105,4
"1143";"Savinjska";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2007;904;5,07;106
"1144";"Savinjska";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2008;924,27;5,21;102,2
"1145";"Savinjska";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2009;1052,91;6,18;113,9
"1146";"Savinjska";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2010;1065,7;6,53;101,2
"1147";"Savinjska";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2011;1074,71;6,61;100,8
"1148";"Savinjska";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2012;1094,96;6,43;101,9
"1149";"Savinjska";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2013;1090,54;6,12;99,6
"1150";"Savinjska";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2014;1085,27;6,08;99,5
"1151";"Savinjska";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2015;1092,12;6,35;100,6
"1152";"Savinjska";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI";2016;1089,71;6,42;99,7
"1153";"Savinjska";"P IZOBRAŽEVANJE";2005;832,76;5,11;105,6
"1154";"Savinjska";"P IZOBRAŽEVANJE";2006;884,2;5,33;106,2
"1155";"Savinjska";"P IZOBRAŽEVANJE";2007;959,05;5,62;108,5
"1156";"Savinjska";"P IZOBRAŽEVANJE";2008;995,52;5,85;103,8
"1157";"Savinjska";"P IZOBRAŽEVANJE";2009;1087,29;6,52;109,2
"1158";"Savinjska";"P IZOBRAŽEVANJE";2010;1079,55;6,78;99,3
"1159";"Savinjska";"P IZOBRAŽEVANJE";2011;1097,45;6,87;101,7
"1160";"Savinjska";"P IZOBRAŽEVANJE";2012;1101,36;6,62;100,4
"1161";"Savinjska";"P IZOBRAŽEVANJE";2013;1060,47;6,13;96,3
"1162";"Savinjska";"P IZOBRAŽEVANJE";2014;1053,13;6,07;99,3
"1163";"Savinjska";"P IZOBRAŽEVANJE";2015;1068,64;6,42;101,5
"1164";"Savinjska";"P IZOBRAŽEVANJE";2016;1051,44;6,39;100,4
"1165";"Savinjska";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2005;788,07;4,57;103,2
"1166";"Savinjska";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2006;832,17;4,76;105,6
"1167";"Savinjska";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2007;878,81;5,05;105,6
"1168";"Savinjska";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2008;927,63;5,28;105,6
"1169";"Savinjska";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2009;1101,56;6,32;118,7
"1170";"Savinjska";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2010;1094,37;6,4;99,3
"1171";"Savinjska";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2011;1079,67;6,3;98,7
"1172";"Savinjska";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2012;1079,73;6,21;100
"1173";"Savinjska";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2013;1045,88;5,98;96,9
"1174";"Savinjska";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2014;1097,54;6,22;104,9
"1175";"Savinjska";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2015;1056,14;6,09;96,2
"1176";"Savinjska";"Q ZDRAVSTVO IN SOCIALNO VARSTVO";2016;1060;6,12;100
"1177";"Savinjska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2005;805,19;4,76;108,3
"1178";"Savinjska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2006;810,28;4,84;100,6
"1179";"Savinjska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2007;835,74;5,04;103,1
"1180";"Savinjska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2008;872,82;5,17;104,4
"1181";"Savinjska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2009;975,08;5,84;111,7
"1182";"Savinjska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2010;983,37;6,13;100,9
"1183";"Savinjska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2011;964,37;6;98,1
"1184";"Savinjska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2012;983,13;5,92;101,9
"1185";"Savinjska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2013;935,55;5,49;95,2
"1186";"Savinjska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2014;953,28;5,56;101,9
"1187";"Savinjska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2015;955,01;5,84;100,2
"1188";"Savinjska";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI";2016;928,91;5,7;100,1
"1189";"Savinjska";"S DRUGE DEJAVNOSTI";2005;569,48;3,52;102,1
"1190";"Savinjska";"S DRUGE DEJAVNOSTI";2006;651,85;3,9;114,5
"1191";"Savinjska";"S DRUGE DEJAVNOSTI";2007;662,25;3,91;101,6
"1192";"Savinjska";"S DRUGE DEJAVNOSTI";2008;692,01;4,13;104,5
"1193";"Savinjska";"S DRUGE DEJAVNOSTI";2009;717,72;4,4;103,7
"1194";"Savinjska";"S DRUGE DEJAVNOSTI";2010;727,3;4,65;101,3
"1195";"Savinjska";"S DRUGE DEJAVNOSTI";2011;774,72;5,03;106,5
"1196";"Savinjska";"S DRUGE DEJAVNOSTI";2012;776,55;4,85;100,2
"1197";"Savinjska";"S DRUGE DEJAVNOSTI";2013;768,62;4,79;99
"1198";"Savinjska";"S DRUGE DEJAVNOSTI";2014;798,66;4,93;103,9
"1199";"Savinjska";"S DRUGE DEJAVNOSTI";2015;755,83;4,85;94,6
"1200";"Savinjska";"S DRUGE DEJAVNOSTI";2016;777,63;4,98;97,2
"1201";"Zasavska";"SKD Dejavnost";2005;680,08;4,04;107
"1202";"Zasavska";"SKD Dejavnost";2006;717,93;4,14;105,6
"1203";"Zasavska";"SKD Dejavnost";2007;769,95;4,29;107,2
"1204";"Zasavska";"SKD Dejavnost";2008;815,94;4,59;106
"1205";"Zasavska";"SKD Dejavnost";2009;879,73;5,1;107,8
"1206";"Zasavska";"SKD Dejavnost";2010;875,53;5,32;99,5
"1207";"Zasavska";"SKD Dejavnost";2011;925,93;5,67;105,8
